lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2023-05-02 21:44:54.144311,,,,,6.0,0.04362934082746506,0.00015675611211918294,-8.154668807983398,0.14263275265693665,0.0006476574344560504,-8.055665969848633,,,
,2023-05-02 21:44:54.150974,,,,,6.0,,,,,,,0.11887945234775543,0.0047346181236207485,-7.5790252685546875
0.02,2023-05-02 21:45:21.970966,,,,,,,,,,,,,,
,2023-05-02 21:45:22.499174,0.01107996329665184,5.1246373914182186e-05,-8.377467155456543,1799.0,7.0,,,,,,,,,
0.02,2023-05-02 21:45:48.797900,,,,,,,,,,,,,,
,2023-05-02 21:45:49.334123,0.02737722173333168,0.0001029470149660483,-8.553387641906738,1849.0,7.0,,,,,,,,,
0.02,2023-05-02 21:46:15.587776,,,,,,,,,,,,,,
,2023-05-02 21:46:16.124018,0.0965350866317749,0.0003310931788291782,-8.674534797668457,1899.0,7.0,,,,,,,,,
0.02,2023-05-02 21:46:42.370680,,,,,,,,,,,,,,
,2023-05-02 21:46:42.906474,0.10940208286046982,0.0004393198760226369,-8.850079536437988,1949.0,7.0,,,,,,,,,
0.02,2023-05-02 21:47:09.239795,,,,,,,,,,,,,,
,2023-05-02 21:47:11.430870,0.08582587540149689,0.0002854389604181051,-9.06019115447998,1999.0,7.0,,,,,,,,,
,2023-05-02 21:47:13.419822,,,,,7.0,0.09246844798326492,0.0006620147614739835,-9.057259559631348,0.030425626784563065,0.00011355112656019628,-9.119301795959473,,,
,2023-05-02 21:47:13.431346,,,,,7.0,,,,,,,0.1146731823682785,0.0034285427536815405,-8.55666732788086
0.02,2023-05-02 21:49:10.137603,,,,,,,,,,,,,,
,2023-05-02 21:49:10.673938,0.11749301850795746,0.0004018333274871111,-9.213204383850098,2049.0,8.0,,,,,,,,,
0.02,2023-05-02 21:49:37.067307,,,,,,,,,,,,,,
,2023-05-02 21:49:37.602561,0.3053681254386902,0.0018856227397918701,-9.208171844482422,2099.0,8.0,,,,,,,,,
0.02,2023-05-02 21:50:04.004310,,,,,,,,,,,,,,
,2023-05-02 21:50:04.540210,0.044302213937044144,0.00015096647257450968,-9.650263786315918,2149.0,8.0,,,,,,,,,
0.02,2023-05-02 21:50:30.879452,,,,,,,,,,,,,,
,2023-05-02 21:50:31.415412,0.09426441788673401,0.00035957590444013476,-9.77952766418457,2199.0,8.0,,,,,,,,,
0.02,2023-05-02 21:50:57.701697,,,,,,,,,,,,,,
,2023-05-02 21:50:58.227837,0.015840597450733185,6.661880615865812e-05,-10.035395622253418,2249.0,8.0,,,,,,,,,
,2023-05-02 21:51:00.646174,,,,,8.0,0.12570559978485107,0.0004930715076625347,-9.929061889648438,0.16621679067611694,0.0006752077024430037,-9.8885498046875,,,
,2023-05-02 21:51:00.656618,,,,,8.0,,,,,,,0.12521842122077942,0.002576085738837719,-9.480803489685059
0.02,2023-05-02 21:51:27.496475,,,,,,,,,,,,,,
,2023-05-02 21:51:28.033256,0.22840705513954163,0.0009885294130071998,-9.99851131439209,2299.0,9.0,,,,,,,,,
0.02,2023-05-02 21:51:54.373751,,,,,,,,,,,,,,
,2023-05-02 21:51:54.908414,0.03867582976818085,0.00013455258158501238,-10.362177848815918,2349.0,9.0,,,,,,,,,
0.02,2023-05-02 21:52:21.163097,,,,,,,,,,,,,,
,2023-05-02 21:52:21.699216,0.12996862828731537,0.0005069387261755764,-10.443094253540039,2399.0,9.0,,,,,,,,,
0.02,2023-05-02 21:52:48.007006,,,,,,,,,,,,,,
,2023-05-02 21:52:48.542272,0.05873531103134155,0.00020252718240953982,-10.684826850891113,2449.0,9.0,,,,,,,,,
0.02,2023-05-02 21:53:14.845831,,,,,,,,,,,,,,
,2023-05-02 21:53:17.026384,0.06306707113981247,0.00020962784765288234,-10.849299430847168,2499.0,9.0,,,,,,,,,
,2023-05-02 21:53:19.010655,,,,,9.0,0.17548614740371704,0.006903266068547964,-10.740240097045898,0.04626970365643501,0.00016479147598147392,-10.86945629119873,,,
,2023-05-02 21:53:19.022586,,,,,9.0,,,,,,,0.11817958950996399,0.002814249135553837,-10.373086929321289
0.02,2023-05-02 21:55:16.134021,,,,,,,,,,,,,,
,2023-05-02 21:55:16.669643,0.06701793521642685,0.00022931575949769467,-11.012480735778809,2549.0,10.0,,,,,,,,,
0.02,2023-05-02 21:55:42.987206,,,,,,,,,,,,,,
,2023-05-02 21:55:43.539289,0.020238114520907402,8.194579277187586e-05,-11.2247314453125,2599.0,10.0,,,,,,,,,
0.02,2023-05-02 21:56:09.756046,,,,,,,,,,,,,,
,2023-05-02 21:56:10.289941,0.13381165266036987,0.0006034958059899509,-11.274984359741211,2649.0,10.0,,,,,,,,,
0.02,2023-05-02 21:56:36.615309,,,,,,,,,,,,,,
,2023-05-02 21:56:37.150893,0.03798242658376694,0.00014790540444664657,-11.53302001953125,2699.0,10.0,,,,,,,,,
0.02,2023-05-02 21:57:03.512534,,,,,,,,,,,,,,
,2023-05-02 21:57:04.047304,0.07329878956079483,0.0002508689067326486,-11.658297538757324,2749.0,10.0,,,,,,,,,
,2023-05-02 21:57:06.445810,,,,,10.0,0.08337843418121338,0.000299826409900561,-11.651412010192871,0.07253126055002213,0.00034183906973339617,-11.662260055541992,,,
,2023-05-02 21:57:06.452906,,,,,10.0,,,,,,,0.11082267016172409,0.0029250041116029024,-11.215300559997559
0.02,2023-05-02 21:57:34.293513,,,,,,,,,,,,,,
,2023-05-02 21:57:34.838152,0.03609335422515869,0.0001296655973419547,-11.854501724243164,2799.0,11.0,,,,,,,,,
0.02,2023-05-02 21:58:01.094194,,,,,,,,,,,,,,
,2023-05-02 21:58:01.628996,0.1914156824350357,0.0009556918521411717,-11.856603622436523,2849.0,11.0,,,,,,,,,
0.02,2023-05-02 21:58:27.986773,,,,,,,,,,,,,,
,2023-05-02 21:58:28.514509,0.14618712663650513,0.0006580924382433295,-12.057693481445312,2899.0,11.0,,,,,,,,,
0.02,2023-05-02 21:58:54.856893,,,,,,,,,,,,,,
,2023-05-02 21:58:55.414178,0.09420782327651978,0.00035647614276967943,-12.26398754119873,2949.0,11.0,,,,,,,,,
0.02,2023-05-02 21:59:21.782230,,,,,,,,,,,,,,
,2023-05-02 21:59:23.971220,0.029371241107583046,0.00011414338950999081,-12.481607437133789,2999.0,11.0,,,,,,,,,
,2023-05-02 21:59:25.974602,,,,,11.0,0.060228943824768066,0.0002089032786898315,-12.453788757324219,0.10914205759763718,0.0006641293875873089,-12.404875755310059,,,
,2023-05-02 21:59:25.987253,,,,,11.0,,,,,,,0.12837199866771698,0.003121377434581518,-11.997692108154297
0.02,2023-05-02 22:01:23.235870,,,,,,,,,,,,,,
,2023-05-02 22:01:23.771498,0.04244266822934151,0.00015579631144646555,-12.619802474975586,3049.0,12.0,,,,,,,,,
0.02,2023-05-02 22:01:50.091302,,,,,,,,,,,,,,
,2023-05-02 22:01:50.626937,0.085563525557518,0.00033058066037483513,-12.726448059082031,3099.0,12.0,,,,,,,,,
0.02,2023-05-02 22:02:16.875808,,,,,,,,,,,,,,
,2023-05-02 22:02:17.411563,0.028049536049365997,0.00011065549915656447,-12.93224048614502,3149.0,12.0,,,,,,,,,
0.02,2023-05-02 22:02:43.840776,,,,,,,,,,,,,,
,2023-05-02 22:02:44.376389,0.07124516367912292,0.00024047863553278148,-13.03585433959961,3199.0,12.0,,,,,,,,,
0.02,2023-05-02 22:03:10.825295,,,,,,,,,,,,,,
,2023-05-02 22:03:11.352852,0.20563477277755737,0.0018935775151476264,-13.046814918518066,3249.0,12.0,,,,,,,,,
,2023-05-02 22:03:13.756238,,,,,12.0,0.2092096507549286,0.0011042834958061576,-13.046131134033203,0.037693221122026443,0.00015930458903312683,-13.217647552490234,,,
,2023-05-02 22:03:13.763464,,,,,12.0,,,,,,,0.11720600724220276,0.0020485385321080685,-12.768832206726074
0.02,2023-05-02 22:03:40.918960,,,,,,,,,,,,,,
,2023-05-02 22:03:41.453531,0.06993222236633301,0.00023064207925926894,-13.326425552368164,3299.0,13.0,,,,,,,,,
0.02,2023-05-02 22:04:07.677807,,,,,,,,,,,,,,
,2023-05-02 22:04:08.213344,0.029527945443987846,0.00010534210014156997,-13.509307861328125,3349.0,13.0,,,,,,,,,
0.02,2023-05-02 22:04:34.513691,,,,,,,,,,,,,,
,2023-05-02 22:04:35.054841,0.19330662488937378,0.0009228738490492105,-13.486589431762695,3399.0,13.0,,,,,,,,,
0.02,2023-05-02 22:05:01.370691,,,,,,,,,,,,,,
,2023-05-02 22:05:01.898431,0.14175599813461304,0.0005919043906033039,-13.677803039550781,3449.0,13.0,,,,,,,,,
0.02,2023-05-02 22:05:28.279326,,,,,,,,,,,,,,
,2023-05-02 22:05:32.838794,0.026800312101840973,9.662216325523332e-05,-13.93103313446045,3499.0,13.0,,,,,,,,,
,2023-05-02 22:05:34.862317,,,,,13.0,0.20501595735549927,0.001155200763605535,-13.75556755065918,0.18226519227027893,0.0011274764547124505,-13.778319358825684,,,
,2023-05-02 22:05:34.875698,,,,,13.0,,,,,,,0.12008211761713028,0.003259079996496439,-13.487346649169922
0.02,2023-05-02 22:07:32.048177,,,,,,,,,,,,,,
,2023-05-02 22:07:32.583420,0.014162024483084679,6.029274663887918e-05,-14.080571174621582,3549.0,14.0,,,,,,,,,
0.02,2023-05-02 22:07:58.816342,,,,,,,,,,,,,,
,2023-05-02 22:07:59.351807,0.12136515974998474,0.0004999868688173592,-14.108906745910645,3599.0,14.0,,,,,,,,,
0.02,2023-05-02 22:08:25.634066,,,,,,,,,,,,,,
,2023-05-02 22:08:26.168186,0.06689804792404175,0.00023256585700437427,-14.297566413879395,3649.0,14.0,,,,,,,,,
0.02,2023-05-02 22:08:52.433051,,,,,,,,,,,,,,
,2023-05-02 22:08:52.968248,0.14734575152397156,0.0006056643323972821,-14.3499755859375,3699.0,14.0,,,,,,,,,
0.02,2023-05-02 22:09:19.339782,,,,,,,,,,,,,,
,2023-05-02 22:09:19.871937,0.05947653576731682,0.00019854001584462821,-14.569378852844238,3749.0,14.0,,,,,,,,,
,2023-05-02 22:09:22.304362,,,,,14.0,0.10945169627666473,0.0006300520617514849,-14.522024154663086,0.20269225537776947,0.0021797099616378546,-14.428783416748047,,,
,2023-05-02 22:09:22.312118,,,,,14.0,,,,,,,0.11497952044010162,0.0028989040292799473,-14.180456161499023
0.02,2023-05-02 22:09:49.368126,,,,,,,,,,,,,,
,2023-05-02 22:09:49.895469,0.252276211977005,0.0015674526803195477,-14.506810188293457,3799.0,15.0,,,,,,,,,
0.02,2023-05-02 22:10:16.216849,,,,,,,,,,,,,,
,2023-05-02 22:10:16.750633,0.05494321882724762,0.00019605104171205312,-14.833074569702148,3849.0,15.0,,,,,,,,,
0.02,2023-05-02 22:10:43.002085,,,,,,,,,,,,,,
,2023-05-02 22:10:43.546693,0.23155267536640167,0.0010986329289153218,-14.784116744995117,3899.0,15.0,,,,,,,,,
0.02,2023-05-02 22:11:09.851410,,,,,,,,,,,,,,
,2023-05-02 22:11:10.386336,0.09023112058639526,0.00031150045106187463,-15.051819801330566,3949.0,15.0,,,,,,,,,
0.02,2023-05-02 22:11:36.683183,,,,,,,,,,,,,,
,2023-05-02 22:11:38.870188,0.2037920355796814,0.0018821657868102193,-15.063382148742676,3999.0,15.0,,,,,,,,,
,2023-05-02 22:11:40.866046,,,,,15.0,0.08379457890987396,0.0003812656213995069,-15.185868263244629,0.13526594638824463,0.00274179270491004,-15.134397506713867,,,
,2023-05-02 22:11:40.879895,,,,,15.0,,,,,,,0.1226370558142662,0.003816609038040042,-14.8323392868042
0.02,2023-05-02 22:13:37.654258,,,,,,,,,,,,,,
,2023-05-02 22:13:38.189277,0.022671055048704147,8.413591422140598e-05,-15.36838150024414,4049.0,16.0,,,,,,,,,
0.02,2023-05-02 22:14:04.413718,,,,,,,,,,,,,,
,2023-05-02 22:14:04.948514,0.05012798309326172,0.00017409650899935514,-15.463569641113281,4099.0,16.0,,,,,,,,,
0.02,2023-05-02 22:14:31.247504,,,,,,,,,,,,,,
,2023-05-02 22:14:31.784233,0.3452441692352295,0.0050444952212274075,-15.289876937866211,4149.0,16.0,,,,,,,,,
0.02,2023-05-02 22:14:58.059701,,,,,,,,,,,,,,
,2023-05-02 22:14:58.601461,0.05181296914815903,0.00017752898565959185,-15.70352554321289,4199.0,16.0,,,,,,,,,
0.02,2023-05-02 22:15:25.015375,,,,,,,,,,,,,,
,2023-05-02 22:15:25.545373,0.23036976158618927,0.0025786638725548983,-15.643990516662598,4249.0,16.0,,,,,,,,,
,2023-05-02 22:15:27.984432,,,,,16.0,0.21784226596355438,0.0012185716768726707,-15.65888500213623,0.15793025493621826,0.0008533972431905568,-15.718796730041504,,,
,2023-05-02 22:15:27.991983,,,,,16.0,,,,,,,0.11589328199625015,0.0022516390308737755,-15.455559730529785
0.02,2023-05-02 22:15:55.098055,,,,,,,,,,,,,,
,2023-05-02 22:15:55.633636,0.05071043223142624,0.0001772948307916522,-15.941483497619629,4299.0,17.0,,,,,,,,,
0.02,2023-05-02 22:16:22.054037,,,,,,,,,,,,,,
,2023-05-02 22:16:22.589682,0.14989784359931946,0.0006222832598723471,-15.958962440490723,4349.0,17.0,,,,,,,,,
0.02,2023-05-02 22:16:48.885471,,,,,,,,,,,,,,
,2023-05-02 22:16:49.420073,0.02773158624768257,0.0001011561689665541,-16.196630477905273,4399.0,17.0,,,,,,,,,
0.02,2023-05-02 22:17:15.761174,,,,,,,,,,,,,,
,2023-05-02 22:17:16.313577,0.11449944227933884,0.0004449548723641783,-16.224212646484375,4449.0,17.0,,,,,,,,,
0.02,2023-05-02 22:17:42.623286,,,,,,,,,,,,,,
,2023-05-02 22:17:44.820074,0.0068527692928910255,3.52092320099473e-05,-16.44507598876953,4499.0,17.0,,,,,,,,,
,2023-05-02 22:17:46.827264,,,,,17.0,0.1270255297422409,0.0005493312492035329,-16.3271541595459,0.019252384081482887,7.855213334551081e-05,-16.434926986694336,,,
,2023-05-02 22:17:46.841794,,,,,17.0,,,,,,,0.1111227348446846,0.001306645106524229,-16.054080963134766
0.02,2023-05-02 22:19:44.600801,,,,,,,,,,,,,,
,2023-05-02 22:19:45.136042,0.012667074799537659,5.9245699958410114e-05,-16.551347732543945,4549.0,18.0,,,,,,,,,
0.02,2023-05-02 22:20:11.377477,,,,,,,,,,,,,,
,2023-05-02 22:20:11.912640,0.0874098613858223,0.00033667616662569344,-16.587575912475586,4599.0,18.0,,,,,,,,,
0.02,2023-05-02 22:20:38.272030,,,,,,,,,,,,,,
,2023-05-02 22:20:38.807317,0.037946753203868866,0.0001408373937010765,-16.746906280517578,4649.0,18.0,,,,,,,,,
0.02,2023-05-02 22:21:05.123065,,,,,,,,,,,,,,
,2023-05-02 22:21:05.659191,0.1468082219362259,0.0007290171342901886,-16.74681854248047,4699.0,18.0,,,,,,,,,
0.02,2023-05-02 22:21:31.982746,,,,,,,,,,,,,,
,2023-05-02 22:21:32.513322,0.022204570472240448,9.068938379641622e-05,-16.979110717773438,4749.0,18.0,,,,,,,,,
,2023-05-02 22:21:34.937331,,,,,18.0,0.11096494644880295,0.0004421871271915734,-16.892492294311523,0.1694823056459427,0.0039073396474123,-16.833974838256836,,,
,2023-05-02 22:21:34.945130,,,,,18.0,,,,,,,0.12051563709974289,0.0018135479185730219,-16.60773277282715
0.02,2023-05-02 22:22:01.917989,,,,,,,,,,,,,,
,2023-05-02 22:22:02.446225,0.2667585611343384,0.0032867537811398506,-16.841175079345703,4799.0,19.0,,,,,,,,,
0.02,2023-05-02 22:22:28.694871,,,,,,,,,,,,,,
,2023-05-02 22:22:29.222172,0.07672829926013947,0.0002522116992622614,-17.136760711669922,4849.0,19.0,,,,,,,,,
0.02,2023-05-02 22:22:55.487549,,,,,,,,,,,,,,
,2023-05-02 22:22:56.023748,0.29394030570983887,0.003651690436527133,-17.02405548095703,4899.0,19.0,,,,,,,,,
0.02,2023-05-02 22:23:22.362505,,,,,,,,,,,,,,
,2023-05-02 22:23:22.889287,0.04403228312730789,0.00015581522893626243,-17.377429962158203,4949.0,19.0,,,,,,,,,
0.02,2023-05-02 22:23:49.213689,,,,,,,,,,,,,,
,2023-05-02 22:23:51.463115,0.03996378183364868,0.00014129321789368987,-17.48393440246582,4999.0,19.0,,,,,,,,,
,2023-05-02 22:23:53.466049,,,,,19.0,0.23458801209926605,0.0015964492922648787,-17.29134750366211,0.2499569058418274,0.002269148360937834,-17.275976181030273,,,
,2023-05-02 22:23:53.480857,,,,,19.0,,,,,,,0.1292749047279358,0.0034148148261010647,-17.13602638244629
0.02,2023-05-02 22:25:50.149269,,,,,,,,,,,,,,
,2023-05-02 22:25:50.676736,0.08000978827476501,0.00034384807804599404,-17.545303344726562,5049.0,20.0,,,,,,,,,
0.02,2023-05-02 22:26:16.974652,,,,,,,,,,,,,,
,2023-05-02 22:26:17.510379,0.021015260368585587,8.660562161821872e-05,-17.7047061920166,5099.0,20.0,,,,,,,,,
0.02,2023-05-02 22:26:43.846527,,,,,,,,,,,,,,
,2023-05-02 22:26:44.374578,0.01460343413054943,6.390431371983141e-05,-17.810522079467773,5149.0,20.0,,,,,,,,,
0.02,2023-05-02 22:27:10.621859,,,,,,,,,,,,,,
,2023-05-02 22:27:11.156912,0.0171976275742054,6.791550549678504e-05,-17.906343460083008,5199.0,20.0,,,,,,,,,
0.02,2023-05-02 22:27:37.495767,,,,,,,,,,,,,,
,2023-05-02 22:27:38.022565,0.08604650944471359,0.0003183628141414374,-17.9349308013916,5249.0,20.0,,,,,,,,,
,2023-05-02 22:27:40.397344,,,,,20.0,0.09733117371797562,0.000353301758877933,-17.925582885742188,0.1635444015264511,0.0007506306865252554,-17.8593692779541,,,
,2023-05-02 22:27:40.405246,,,,,20.0,,,,,,,0.12362784892320633,0.0016837818548083305,-17.651281356811523
0.02,2023-05-02 22:28:07.591646,,,,,,,,,,,,,,
,2023-05-02 22:28:08.128284,0.027120977640151978,0.00010291991929989308,-18.090320587158203,5299.0,21.0,,,,,,,,,
0.02,2023-05-02 22:28:34.583490,,,,,,,,,,,,,,
,2023-05-02 22:28:35.111520,0.1961730718612671,0.0010896832682192326,-18.01677703857422,5349.0,21.0,,,,,,,,,
0.02,2023-05-02 22:29:01.439645,,,,,,,,,,,,,,
,2023-05-02 22:29:01.969759,0.1317298710346222,0.0005605121841654181,-18.17577362060547,5399.0,21.0,,,,,,,,,
0.02,2023-05-02 22:29:28.310733,,,,,,,,,,,,,,
,2023-05-02 22:29:28.846739,0.09713367372751236,0.00032419379567727447,-18.303987503051758,5449.0,21.0,,,,,,,,,
0.02,2023-05-02 22:29:55.410844,,,,,,,,,,,,,,
,2023-05-02 22:29:57.620462,0.11336591094732285,0.0006856524269096553,-18.380435943603516,5499.0,21.0,,,,,,,,,
