lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.02,2023-05-03 01:09:38.726210,,,,,,,,,,,,,,
,2023-05-03 01:09:39.261006,0.01599755883216858,7.169877062551677e-05,-52.60692596435547,1049.0,4.0,,,,,,,,,
0.02,2023-05-03 01:10:05.880703,,,,,,,,,,,,,,
,2023-05-03 01:10:06.415620,0.4764590859413147,0.006995323114097118,-54.380706787109375,1099.0,4.0,,,,,,,,,
0.02,2023-05-03 01:10:33.707353,,,,,,,,,,,,,,
,2023-05-03 01:10:34.233619,0.07463942468166351,0.00025446200743317604,-56.99441909790039,1149.0,4.0,,,,,,,,,
0.02,2023-05-03 01:11:00.570907,,,,,,,,,,,,,,
,2023-05-03 01:11:01.106558,0.09436443448066711,0.0003130011900793761,-59.16447448730469,1199.0,4.0,,,,,,,,,
0.02,2023-05-03 01:11:29.216357,,,,,,,,,,,,,,
,2023-05-03 01:11:29.760670,0.028714334592223167,0.00010379932064097375,-61.39802551269531,1249.0,4.0,,,,,,,,,
,2023-05-03 01:11:32.151973,,,,,4.0,0.10097718238830566,0.0009281878010369837,-61.36890411376953,0.26508936285972595,0.0030576414428651333,-61.20478439331055,,,
,2023-05-03 01:11:32.158322,,,,,4.0,,,,,,,0.11611266434192657,0.0011380143696442246,-55.82942581176758
0.02,2023-05-03 01:11:59.930049,,,,,,,,,,,,,,
,2023-05-03 01:12:00.464667,0.13433721661567688,0.0004507690900936723,-63.43864822387695,1299.0,5.0,,,,,,,,,
0.02,2023-05-03 01:12:26.658497,,,,,,,,,,,,,,
,2023-05-03 01:12:27.191688,0.022331498563289642,9.029799548443407e-05,-65.67548370361328,1349.0,5.0,,,,,,,,,
0.02,2023-05-03 01:12:53.606587,,,,,,,,,,,,,,
,2023-05-03 01:12:54.141525,0.025671444833278656,0.00010035213927039877,-67.7757568359375,1399.0,5.0,,,,,,,,,
0.02,2023-05-03 01:13:21.257160,,,,,,,,,,,,,,
,2023-05-03 01:13:21.792532,0.24812793731689453,0.0014615653781220317,-69.63593292236328,1449.0,5.0,,,,,,,,,
0.02,2023-05-03 01:13:48.033208,,,,,,,,,,,,,,
,2023-05-03 01:13:50.293739,0.06460951268672943,0.00022154995531309396,-71.88130950927734,1499.0,5.0,,,,,,,,,
,2023-05-03 01:13:52.255839,,,,,5.0,0.16982784867286682,0.001227282453328371,-71.81710815429688,0.02224038727581501,8.653919940115884e-05,-71.96469116210938,,,
,2023-05-03 01:13:52.266540,,,,,5.0,,,,,,,0.11970874667167664,0.0016334427054971457,-66.64078521728516
0.02,2023-05-03 01:15:49.121612,,,,,,,,,,,,,,
,2023-05-03 01:15:49.660371,0.6945669054985046,0.24302861094474792,-73.29264068603516,1549.0,6.0,,,,,,,,,
0.02,2023-05-03 01:16:15.959497,,,,,,,,,,,,,,
,2023-05-03 01:16:16.495286,0.05044383928179741,0.0001765963388606906,-75.95771789550781,1599.0,6.0,,,,,,,,,
0.02,2023-05-03 01:16:42.740805,,,,,,,,,,,,,,
,2023-05-03 01:16:43.275115,0.21989907324314117,0.0013470021076500416,-77.7890625,1649.0,6.0,,,,,,,,,
0.02,2023-05-03 01:17:09.621527,,,,,,,,,,,,,,
,2023-05-03 01:17:10.157951,0.1239374652504921,0.0005701262853108346,-79.86589050292969,1699.0,6.0,,,,,,,,,
0.02,2023-05-03 01:17:36.398224,,,,,,,,,,,,,,
,2023-05-03 01:17:36.939512,0.010948732495307922,4.9327893066219985e-05,-81.94002532958984,1749.0,6.0,,,,,,,,,
,2023-05-03 01:17:39.380378,,,,,6.0,0.04364641755819321,0.00015682223602198064,-81.94635009765625,0.14261725544929504,0.0006475931731984019,-81.84738159179688,,,
,2023-05-03 01:17:39.389899,,,,,6.0,,,,,,,0.11886919289827347,0.004734559450298548,-76.8669662475586
0.02,2023-05-03 01:18:07.127440,,,,,,,,,,,,,,
,2023-05-03 01:18:07.662696,0.011074517853558064,5.120351124787703e-05,-83.88151550292969,1799.0,7.0,,,,,,,,,
0.02,2023-05-03 01:18:33.943455,,,,,,,,,,,,,,
,2023-05-03 01:18:34.479391,0.0272553451359272,0.00010238832328468561,-85.78761291503906,1849.0,7.0,,,,,,,,,
0.02,2023-05-03 01:19:00.724280,,,,,,,,,,,,,,
,2023-05-03 01:19:01.255423,0.09653991460800171,0.0003311062464490533,-87.62146759033203,1899.0,7.0,,,,,,,,,
0.02,2023-05-03 01:19:27.562737,,,,,,,,,,,,,,
,2023-05-03 01:19:28.099928,0.10938899219036102,0.0004392694099806249,-89.49282836914062,1949.0,7.0,,,,,,,,,
0.02,2023-05-03 01:19:54.521033,,,,,,,,,,,,,,
,2023-05-03 01:19:56.790588,0.08579912781715393,0.0002853497862815857,-91.38188171386719,1999.0,7.0,,,,,,,,,
,2023-05-03 01:19:58.776882,,,,,7.0,0.09242023527622223,0.0006618067272938788,-91.41239929199219,0.03040234185755253,0.00011345824896125123,-91.47441101074219,,,
,2023-05-03 01:19:58.788262,,,,,7.0,,,,,,,0.1146622747182846,0.0034284894354641438,-86.60601806640625
0.02,2023-05-03 01:21:55.856581,,,,,,,,,,,,,,
,2023-05-03 01:21:56.392727,0.1174827441573143,0.00040179822826758027,-93.19711303710938,2049.0,8.0,,,,,,,,,
0.02,2023-05-03 01:22:22.680025,,,,,,,,,,,,,,
,2023-05-03 01:22:23.210593,0.3053539991378784,0.0018855356611311436,-94.83779907226562,2099.0,8.0,,,,,,,,,
0.02,2023-05-03 01:22:49.516398,,,,,,,,,,,,,,
,2023-05-03 01:22:50.051643,0.04430162534117699,0.0001509705907665193,-96.90921020507812,2149.0,8.0,,,,,,,,,
0.02,2023-05-03 01:23:16.322468,,,,,,,,,,,,,,
,2023-05-03 01:23:16.853096,0.09423963725566864,0.0003594718291424215,-98.65164947509766,2199.0,8.0,,,,,,,,,
0.02,2023-05-03 01:23:43.121467,,,,,,,,,,,,,,
,2023-05-03 01:23:43.661704,0.01583937741816044,6.660570943495259e-05,-100.5046157836914,2249.0,8.0,,,,,,,,,
,2023-05-03 01:23:46.097326,,,,,8.0,0.1256839483976364,0.0004929853603243828,-100.43006896972656,0.16621315479278564,0.0006751828477717936,-100.38954162597656,,,
,2023-05-03 01:23:46.104402,,,,,8.0,,,,,,,0.12520869076251984,0.0025760449934750795,-95.94280242919922
0.02,2023-05-03 01:24:12.920181,,,,,,,,,,,,,,
,2023-05-03 01:24:13.455276,0.22840958833694458,0.000988552812486887,-102.04898071289062,2299.0,9.0,,,,,,,,,
0.02,2023-05-03 01:24:39.728949,,,,,,,,,,,,,,
,2023-05-03 01:24:40.263671,0.03867299482226372,0.00013454467989504337,-103.97821044921875,2349.0,9.0,,,,,,,,,
0.02,2023-05-03 01:25:06.574115,,,,,,,,,,,,,,
,2023-05-03 01:25:07.109372,0.12994767725467682,0.0005068536847829819,-105.60913848876953,2399.0,9.0,,,,,,,,,
0.02,2023-05-03 01:25:33.409540,,,,,,,,,,,,,,
,2023-05-03 01:25:33.957910,0.05875706672668457,0.0002026065340032801,-107.38543701171875,2449.0,9.0,,,,,,,,,
0.02,2023-05-03 01:26:00.205220,,,,,,,,,,,,,,
,2023-05-03 01:26:02.469235,0.06304974853992462,0.00020957188098691404,-109.06932830810547,2499.0,9.0,,,,,,,,,
,2023-05-03 01:26:04.448399,,,,,9.0,0.17546704411506653,0.006903224159032106,-108.99050903320312,0.04628215730190277,0.0001648460020078346,-109.11968994140625,,,
,2023-05-03 01:26:04.460966,,,,,9.0,,,,,,,0.11816936731338501,0.002814184408634901,-104.80290222167969
0.02,2023-05-03 01:28:02.304208,,,,,,,,,,,,,,
,2023-05-03 01:28:02.871093,0.06700833141803741,0.00022928690304979682,-110.73677825927734,2549.0,10.0,,,,,,,,,
0.02,2023-05-03 01:28:30.416863,,,,,,,,,,,,,,
,2023-05-03 01:28:30.990373,0.020169969648122787,8.163730672094971e-05,-112.43846130371094,2599.0,10.0,,,,,,,,,
0.02,2023-05-03 01:28:59.134586,,,,,,,,,,,,,,
,2023-05-03 01:28:59.705868,0.1338142454624176,0.0006034920224919915,-113.96322631835938,2649.0,10.0,,,,,,,,,
0.02,2023-05-03 01:29:27.813451,,,,,,,,,,,,,,
,2023-05-03 01:29:28.376109,0.038016580045223236,0.000148039311170578,-115.6811752319336,2699.0,10.0,,,,,,,,,
0.02,2023-05-03 01:29:56.690173,,,,,,,,,,,,,,
,2023-05-03 01:29:57.266495,0.07334817945957184,0.0002510507474653423,-117.25189971923828,2749.0,10.0,,,,,,,,,
,2023-05-03 01:29:59.856347,,,,,10.0,0.08341383934020996,0.0002999503049068153,-117.27378845214844,0.07252845913171768,0.00034183598472736776,-117.28466796875,,,
,2023-05-03 01:29:59.865748,,,,,10.0,,,,,,,0.11081238090991974,0.0029249759390950203,-113.15945434570312
0.02,2023-05-03 01:30:29.834709,,,,,,,,,,,,,,
,2023-05-03 01:30:30.400303,0.03607576712965965,0.00012957825674675405,-118.87926483154297,2799.0,11.0,,,,,,,,,
0.02,2023-05-03 01:30:57.874434,,,,,,,,,,,,,,
,2023-05-03 01:30:58.425875,0.1913941204547882,0.0009555781143717468,-120.29827117919922,2849.0,11.0,,,,,,,,,
0.02,2023-05-03 01:31:26.588436,,,,,,,,,,,,,,
,2023-05-03 01:31:27.165963,0.14622600376605988,0.0006582110654562712,-121.90213775634766,2899.0,11.0,,,,,,,,,
0.02,2023-05-03 01:31:54.860431,,,,,,,,,,,,,,
,2023-05-03 01:31:55.470230,0.09423467516899109,0.00035657326225191355,-123.49735260009766,2949.0,11.0,,,,,,,,,
0.02,2023-05-03 01:32:23.391448,,,,,,,,,,,,,,
,2023-05-03 01:32:25.794701,0.029376503080129623,0.00011416096822358668,-125.09013366699219,2999.0,11.0,,,,,,,,,
,2023-05-03 01:32:27.992836,,,,,11.0,0.060238078236579895,0.00020893076725769788,-125.08967590332031,0.10914375633001328,0.0006641087820753455,-125.04077911376953,,,
,2023-05-03 01:32:28.004926,,,,,11.0,,,,,,,0.12836359441280365,0.003121396526694298,-121.14179992675781
0.02,2023-05-03 01:34:27.861166,,,,,,,,,,,,,,
,2023-05-03 01:34:28.457795,0.042477190494537354,0.00015592481940984726,-126.58977508544922,3049.0,12.0,,,,,,,,,
0.02,2023-05-03 01:34:56.555524,,,,,,,,,,,,,,
,2023-05-03 01:34:57.141573,0.08562994003295898,0.0003308369196020067,-128.0443572998047,3099.0,12.0,,,,,,,,,
0.02,2023-05-03 01:35:25.241612,,,,,,,,,,,,,,
,2023-05-03 01:35:25.815724,0.02795599400997162,0.00011025012645404786,-129.5848846435547,3149.0,12.0,,,,,,,,,
0.02,2023-05-03 01:35:53.939728,,,,,,,,,,,,,,
,2023-05-03 01:35:54.505460,0.07123203575611115,0.00024043602752499282,-131.00975036621094,3199.0,12.0,,,,,,,,,
0.02,2023-05-03 01:36:22.862990,,,,,,,,,,,,,,
,2023-05-03 01:36:23.434453,0.20568503439426422,0.0018939708825200796,-132.32884216308594,3249.0,12.0,,,,,,,,,
,2023-05-03 01:36:26.135885,,,,,12.0,0.20919662714004517,0.0011042039841413498,-132.354248046875,0.0377129465341568,0.00015939264267217368,-132.52574157714844,,,
,2023-05-03 01:36:26.152745,,,,,12.0,,,,,,,0.11719508469104767,0.0020484719425439835,-128.75302124023438
0.02,2023-05-03 01:36:55.207058,,,,,,,,,,,,,,
,2023-05-03 01:36:55.783359,0.06991070508956909,0.00023057062935549766,-133.90370178222656,3299.0,13.0,,,,,,,,,
0.02,2023-05-03 01:37:23.863048,,,,,,,,,,,,,,
,2023-05-03 01:37:24.447357,0.029507962986826897,0.00010522887896513566,-135.36891174316406,3349.0,13.0,,,,,,,,,
0.02,2023-05-03 01:37:52.939266,,,,,,,,,,,,,,
,2023-05-03 01:37:53.517047,0.19328278303146362,0.0009227683767676353,-136.61581420898438,3399.0,13.0,,,,,,,,,
0.02,2023-05-03 01:38:21.610913,,,,,,,,,,,,,,
,2023-05-03 01:38:22.165613,0.14174166321754456,0.0005918524111621082,-138.06399536132812,3449.0,13.0,,,,,,,,,
0.02,2023-05-03 01:38:50.374472,,,,,,,,,,,,,,
,2023-05-03 01:38:55.798182,0.026782378554344177,9.655210305936635e-05,-139.5616912841797,3499.0,13.0,,,,,,,,,
,2023-05-03 01:38:57.975503,,,,,13.0,0.20502649247646332,0.0011552467476576567,-139.41091918945312,0.1822749823331833,0.0011274898424744606,-139.43368530273438,,,
,2023-05-03 01:38:57.988622,,,,,13.0,,,,,,,0.12007308751344681,0.003259033663198352,-135.9643096923828
0.02,2023-05-03 01:40:57.106855,,,,,,,,,,,,,,
,2023-05-03 01:40:57.678260,0.014167244546115398,6.0330443375278264e-05,-140.9432830810547,3549.0,14.0,,,,,,,,,
0.02,2023-05-03 01:41:25.578461,,,,,,,,,,,,,,
,2023-05-03 01:41:26.122158,0.12134036421775818,0.0004998808726668358,-142.1914825439453,3599.0,14.0,,,,,,,,,
0.02,2023-05-03 01:41:54.034802,,,,,,,,,,,,,,
,2023-05-03 01:41:54.593523,0.06695916503667831,0.00023279865854419768,-143.5877685546875,3649.0,14.0,,,,,,,,,
0.02,2023-05-03 01:42:22.793739,,,,,,,,,,,,,,
,2023-05-03 01:42:23.364326,0.14735262095928192,0.0006056884303689003,-144.8359375,3699.0,14.0,,,,,,,,,
0.02,2023-05-03 01:42:51.400097,,,,,,,,,,,,,,
,2023-05-03 01:42:51.989261,0.05942879989743233,0.00019838055595755577,-146.23919677734375,3749.0,14.0,,,,,,,,,
,2023-05-03 01:42:54.568783,,,,,14.0,0.10942904651165009,0.0006299513624981046,-146.21539306640625,0.20268023014068604,0.0021796035580337048,-146.12213134765625,,,
,2023-05-03 01:42:54.576360,,,,,14.0,,,,,,,0.114969901740551,0.0028988593257963657,-142.84951782226562
0.02,2023-05-03 01:43:23.576357,,,,,,,,,,,,,,
,2023-05-03 01:43:24.144126,0.25227195024490356,0.0015674278838559985,-147.3486328125,3799.0,15.0,,,,,,,,,
0.02,2023-05-03 01:43:52.287718,,,,,,,,,,,,,,
,2023-05-03 01:43:52.865474,0.05496932566165924,0.00019614543998613954,-148.83526611328125,3849.0,15.0,,,,,,,,,
0.02,2023-05-03 01:44:20.846884,,,,,,,,,,,,,,
,2023-05-03 01:44:21.392522,0.23155105113983154,0.0010986353736370802,-149.93516540527344,3899.0,15.0,,,,,,,,,
0.02,2023-05-03 01:44:47.659512,,,,,,,,,,,,,,
,2023-05-03 01:44:48.194049,0.09020336717367172,0.0003114011778961867,-151.34030151367188,3949.0,15.0,,,,,,,,,
0.02,2023-05-03 01:45:14.529643,,,,,,,,,,,,,,
,2023-05-03 01:45:16.788615,0.20376208424568176,0.001882009906694293,-152.47793579101562,3999.0,15.0,,,,,,,,,
,2023-05-03 01:45:18.768203,,,,,15.0,0.08377967029809952,0.00038121824036352336,-152.62281799316406,0.1352495700120926,0.0027416516095399857,-152.5713348388672,,,
,2023-05-03 01:45:18.782171,,,,,15.0,,,,,,,0.12262803316116333,0.00381663185544312,-149.4372100830078
0.02,2023-05-03 01:47:15.528877,,,,,,,,,,,,,,
,2023-05-03 01:47:16.063492,0.02267714962363243,8.413888281211257e-05,-153.8977813720703,4049.0,16.0,,,,,,,,,
0.02,2023-05-03 01:47:42.361288,,,,,,,,,,,,,,
,2023-05-03 01:47:42.895946,0.05011150985956192,0.00017399257922079414,-155.09678649902344,4099.0,16.0,,,,,,,,,
0.02,2023-05-03 01:48:09.230614,,,,,,,,,,,,,,
,2023-05-03 01:48:09.758384,0.3452623188495636,0.005044735036790371,-156.015869140625,4149.0,16.0,,,,,,,,,
0.02,2023-05-03 01:48:36.076913,,,,,,,,,,,,,,
,2023-05-03 01:48:36.603757,0.05180716514587402,0.0001774866395862773,-157.51150512695312,4199.0,16.0,,,,,,,,,
0.02,2023-05-03 01:49:02.995202,,,,,,,,,,,,,,
,2023-05-03 01:49:03.534895,0.23037269711494446,0.002578690182417631,-158.52305603027344,4249.0,16.0,,,,,,,,,
,2023-05-03 01:49:05.943666,,,,,16.0,0.21782706677913666,0.0012184996157884598,-158.5592803955078,0.1579335331916809,0.000853401143103838,-158.61915588378906,,,
,2023-05-03 01:49:05.951131,,,,,16.0,,,,,,,0.11588706076145172,0.0022516045719385147,-155.60853576660156
0.02,2023-05-03 01:49:33.090860,,,,,,,,,,,,,,
,2023-05-03 01:49:33.626746,0.050672125071287155,0.00017715906142257154,-159.88104248046875,4299.0,17.0,,,,,,,,,
0.02,2023-05-03 01:49:59.849052,,,,,,,,,,,,,,
,2023-05-03 01:50:00.383805,0.14985866844654083,0.0006221379153430462,-160.94839477539062,4349.0,17.0,,,,,,,,,
0.02,2023-05-03 01:50:26.629978,,,,,,,,,,,,,,
,2023-05-03 01:50:27.164668,0.027710817754268646,0.00010105237015523016,-162.22543334960938,4399.0,17.0,,,,,,,,,
0.02,2023-05-03 01:50:53.453169,,,,,,,,,,,,,,
,2023-05-03 01:50:53.987891,0.11448439955711365,0.00044490015716291964,-163.28204345703125,4449.0,17.0,,,,,,,,,
0.02,2023-05-03 01:51:20.315189,,,,,,,,,,,,,,
,2023-05-03 01:51:22.585218,0.006752383429557085,3.467496208031662e-05,-164.52178955078125,4499.0,17.0,,,,,,,,,
,2023-05-03 01:51:24.553184,,,,,17.0,0.1270061880350113,0.000549253192730248,-164.424072265625,0.01925406977534294,7.854483556002378e-05,-164.53182983398438,,,
,2023-05-03 01:51:24.567462,,,,,17.0,,,,,,,0.11110913753509521,0.0013065694365650415,-161.55052185058594
0.02,2023-05-03 01:53:22.112088,,,,,,,,,,,,,,
,2023-05-03 01:53:22.647695,0.012624116614460945,5.904806312173605e-05,-165.63665771484375,4549.0,18.0,,,,,,,,,
0.02,2023-05-03 01:53:48.906864,,,,,,,,,,,,,,
,2023-05-03 01:53:49.441067,0.08746115118265152,0.00033689741394482553,-166.67137145996094,4599.0,18.0,,,,,,,,,
0.02,2023-05-03 01:54:15.760764,,,,,,,,,,,,,,
,2023-05-03 01:54:16.295212,0.038029782474040985,0.0001410516124451533,-167.81936645507812,4649.0,18.0,,,,,,,,,
0.02,2023-05-03 01:54:42.564598,,,,,,,,,,,,,,
,2023-05-03 01:54:43.099459,0.14685814082622528,0.0007292240625247359,-168.79820251464844,4699.0,18.0,,,,,,,,,
0.02,2023-05-03 01:55:09.400981,,,,,,,,,,,,,,
,2023-05-03 01:55:09.943968,0.022258872166275978,9.08701986190863e-05,-169.99966430664062,4749.0,18.0,,,,,,,,,
,2023-05-03 01:55:12.374827,,,,,18.0,0.11096765100955963,0.00044218756374903023,-169.93240356445312,0.16949674487113953,0.003907438833266497,-169.87387084960938,,,
,2023-05-03 01:55:12.383168,,,,,18.0,,,,,,,0.12050648778676987,0.0018135044956579804,-167.1709442138672
0.02,2023-05-03 01:55:39.361699,,,,,,,,,,,,,,
,2023-05-03 01:55:39.897371,0.26675844192504883,0.003286970779299736,-170.8213653564453,4799.0,19.0,,,,,,,,,
0.02,2023-05-03 01:56:06.098320,,,,,,,,,,,,,,
,2023-05-03 01:56:06.632773,0.07676413655281067,0.00025232951156795025,-172.06690979003906,4849.0,19.0,,,,,,,,,
0.02,2023-05-03 01:56:32.883473,,,,,,,,,,,,,,
,2023-05-03 01:56:33.418145,0.29395580291748047,0.003651752369478345,-172.89476013183594,4899.0,19.0,,,,,,,,,
0.02,2023-05-03 01:56:59.707101,,,,,,,,,,,,,,
,2023-05-03 01:57:00.247947,0.04400712251663208,0.00015569990500807762,-174.1793670654297,4949.0,19.0,,,,,,,,,
0.02,2023-05-03 01:57:26.561195,,,,,,,,,,,,,,
,2023-05-03 01:57:28.845857,0.03998079523444176,0.0001413233985658735,-175.20774841308594,4999.0,19.0,,,,,,,,,
,2023-05-03 01:57:30.798713,,,,,19.0,0.2345827966928482,0.0015964588383212686,-175.03353881835938,0.24993357062339783,0.002269045216962695,-175.0181884765625,,,
,2023-05-03 01:57:30.813679,,,,,19.0,,,,,,,0.12926408648490906,0.003414727048948407,-172.53245544433594
0.02,2023-05-03 01:59:27.315481,,,,,,,,,,,,,,
,2023-05-03 01:59:27.843332,0.0799821987748146,0.0003437278210185468,-176.18190002441406,5049.0,20.0,,,,,,,,,
0.02,2023-05-03 01:59:54.098124,,,,,,,,,,,,,,
,2023-05-03 01:59:54.633602,0.021033793687820435,8.666223584441468e-05,-177.244873046875,5099.0,20.0,,,,,,,,,
0.02,2023-05-03 02:00:20.892572,,,,,,,,,,,,,,
,2023-05-03 02:00:21.419869,0.014587272889912128,6.381282582879066e-05,-178.2453155517578,5149.0,20.0,,,,,,,,,
0.02,2023-05-03 02:00:47.663554,,,,,,,,,,,,,,
,2023-05-03 02:00:48.197865,0.01716499775648117,6.779268005630001e-05,-179.2268829345703,5199.0,20.0,,,,,,,,,
0.02,2023-05-03 02:01:14.606256,,,,,,,,,,,,,,
,2023-05-03 02:01:15.153337,0.08603176474571228,0.000318308622809127,-180.13233947753906,5249.0,20.0,,,,,,,,,
,2023-05-03 02:01:17.604143,,,,,20.0,0.09731154143810272,0.00035323062911629677,-180.14044189453125,0.1635132133960724,0.0007505017565563321,-180.07423400878906,,,
,2023-05-03 02:01:17.615738,,,,,20.0,,,,,,,0.12361949682235718,0.001683733076788485,-177.63417053222656
0.02,2023-05-03 02:01:44.834343,,,,,,,,,,,,,,
,2023-05-03 02:01:45.385258,0.027172252535820007,0.0001031345673254691,-181.15582275390625,5299.0,21.0,,,,,,,,,
0.02,2023-05-03 02:02:11.743441,,,,,,,,,,,,,,
,2023-05-03 02:02:12.277842,0.1961807757616043,0.0010896914172917604,-181.94183349609375,5349.0,21.0,,,,,,,,,
0.02,2023-05-03 02:02:38.483758,,,,,,,,,,,,,,
,2023-05-03 02:02:39.017828,0.1317339986562729,0.0005605348269455135,-182.95181274414062,5399.0,21.0,,,,,,,,,
0.02,2023-05-03 02:03:05.276463,,,,,,,,,,,,,,
,2023-05-03 02:03:05.804322,0.09713251888751984,0.00032419018680229783,-183.9225311279297,5449.0,21.0,,,,,,,,,
0.02,2023-05-03 02:03:32.083076,,,,,,,,,,,,,,
,2023-05-03 02:03:34.340777,0.11332670599222183,0.0006854699458926916,-184.8331298828125,5499.0,21.0,,,,,,,,,
,2023-05-03 02:03:36.312870,,,,,21.0,0.12210601568222046,0.0006593547877855599,-184.84283447265625,0.12246602773666382,0.0005722094210796058,-184.84246826171875,,,
